96.6277,182.025
1.07425,126.151
7.04367,135.313
89.3094,14.1118
2.85043,184.985
31.1228,128.599
171.551,130.662
69.6432,47.8469
2.21564,9.49736
115.476,3.11899
69.3625,176.507
151.006,52.2782
121.781,116.623
80.459,38.081
182.788,119.633
81.8506,112.552
168.017,49.2325
17.1819,108.573
27.0394,137.51
157.06,140.013
115.098,35.9935
176.049,111.606
1.07425,54.7136
74.9413,119.858
18.1829,20.246
186.285,26.2276
163.341,84.3165
119.291,183.795
51.6984,113.895
0.500504,198.718
132.536,194.299
66.3961,107.688
72.6096,76.3329
164.196,52.6994
113.456,98.941
17.0965,34.2357
108.701,18.3538
10.2786,24.3416
47.7187,75.2709
153.789,20.6061
171.874,131.053
178.655,122.489
89.5718,4.41298
22.4616,11.0965
196.411,39.7046
60.6647,113.816
6.64693,38.0505
139.756,34.8094
102.261,182.72
168.725,132.994
105.789,89.7855
124.943,28.2846
183.337,15.5095
30.7566,117.838
83.7916,151.567
157.018,83.1507
20.7587,39.4177
9.80255,69.4906
3.19224,35.1024
156.67,118.821
121.189,55.6169
48.4939,137.529
193.072,138.255
93.3683,180.108
80.0623,44.0138
138.627,130.161
74.7948,36.4452
17.3589,159.899
69.8935,67.1468
115.647,49.3728
112.851,99.0753
16.6936,146.8
53.56,199.115
178.234,51.0697
90.5789,130.912
99.3011,197.827
122.568,79.4641
132.798,30.2561
110.978,38.5083
199.957,135.997
160.356,92.1049
163.018,31.1716
122.477,121.604
112.363,173.064
30.5429,169.219
124.369,82.461
169.726,189.538
146.178,157.109
90.2493,20.1361
163.677,57.3199
169.366,102.64
109,45.2162
28.3395,185.314
63.6128,158.654
10.8158,138.664
13.4587,1.16581
28.7362,115.134
112.259,29.2428
182.08,184.167
109.226,118.033
58.6871,73.9158
97.6043,86.8862
120.463,150.914
40.0159,165.88
82.0399,68.7643
27.1187,84.5729
88.4121,17.3223
125.657,164.391
197.534,3.47301
172.246,95.6145
174.285,94.821
169.103,180.554
102.06,57.4786
37.9589,123.832
18.1097,119.291
188.47,151.305
78.9941,89.6939
57.271,138.676
62.3859,167.449
74.0623,131.169
111.417,67.4886
10.7913,135.423
127.86,198.254
170.421,164.946
120.426,120.542
171.245,20.2948
114.31,19.3426
183.325,185.333
128.416,19.776
172.985,120.652
26.3192,78.4081
11.8473,135.612
147.362,81.2525
6.54317,120.103
124.064,79.6045
105.387,117.289
192.09,95.0774
138.194,18.7017
199.084,24.9702
145.677,162.755
18.5553,79.3237
154.405,118.094
175.091,80.8313
53.8285,32.9356
187.152,58.9129
131.437,31.6599
33.7107,69.1794
122.391,39.9548
50.9537,69.5273
129.856,119.687
65.2974,184.13
72.3167,94.7966
69.0268,186.547
14.0446,149.504
44.7035,133.274
35.0658,179.943
44.7035,178.9
196.777,180.663
132.06,104.129
59.5843,47.0473
88.8577,188.025
108.689,75.0816
98.5321,155.522
144.359,139.579
108.176,31.727
192.871,32.2031
77.1691,33.9854
194.446,140.495
18.4576,133.14
24.3477,149.156
38.6059,15.1921
103.488,144.877
82.9127,74.5811
154.662,5.89007
191.906,170.354
160.784,57.5945
175.384,176.489
81.344,75.3685
110.294,57.5945
183.276,15.9734
168.682,101.291
142.509,158.69
181.982,38.4045
172.588,37.4401
47.853,82.3817
136.332,45.2589
185.913,19.0252
97.0855,92.172
148.454,177.953
65.6026,197.949
192.572,16.8462
198.895,0.762963
119.822,149.944
7.26951,63.2405
189.74,151.823
25.898,156.896
13.3854,167.925
106.955,6.40889
33.2957,62.8742
188.83,74.9474
95.9319,138.029
98.4771,71.6392
122.996,149.315
43.2447,162.706
187.866,56.8255
148.405,167.223
3.24107,37.2204
96.6033,118.992
126.524,190.277
25.5745,75.6615
88.8699,70.864
140.257,156.322
154.448,77.5658
195.63,88.8943
115.94,29.1147
106.504,48.5611
32.6548,160.082
40.5225,68.3981
117.496,66.8416
50.618,3.58287
78.927,35.2855
3.11289,130.363
124.369,81.3257
57.8814,160.949
131.083,135.618
56.6179,155.84
190.948,103.641
75.6066,114.505
35.2733,32.4107
99.1974,125.919
145.964,115.11
70.1865,60.0909
59.2547,164.812
73.4642,81.8628
68.2699,88.6624
109.085,168.194
30.6711,193.646
11.0233,110.269
87.6247,55.2629
167.931,181.573
0.341807,180.358
2.00812,153.24
110.465,195.318
62.4775,37.9345
30.5185,190.924
89.5901,43.5011
70.6931,155.083
105.71,117.6
108.2,124.723
89.5291,164.623
105.466,188.055
89.7977,116.141
183.398,168.474
134.703,136.1
55.9648,121.39
193.2,142.039
132.402,75.1305
144.621,123.569
93.1791,147.313
12.6286,39.3628
46.0952,67.7816
19.9835,173.931
68.685,39.5093
120.151,135.392
43.2081,168.578
162.206,175.518
190.454,194.562
145.152,13.2939
8.61232,152.605
117.924,43.2508
23.5664,98.3062
181.402,109.787
56.5996,126.817
148.552,128.8
16.0833,17.2796
119.089,137.779
119.156,133.946
124.802,55.7207
149.76,115.128
101.846,134.019
59.2547,181.384
146.232,179.638
115.848,193.982
108.774,131.785
109.122,95.0957
85.7509,73.3726
15.8757,60.8661
61.4826,58.4979
33.5398,198.56
59.1632,37.1349
187.445,119.156
56.1113,58.4246
18.1158,16.6021
19.715,33.6497
154.979,184.912
120.371,40.2905
82.5526,4.39467
77.5903,48.3108
105.539,128.343
95.5718,49.9649
18.9459,101.285
144.481,74.3675
89.584,140.178
43.6537,68.099
55.0676,109.726
103.079,123.051
146.751,23.0842
179.223,32.7952
42.6283,99.2096
101.645,58.742
156.658,108.09
126.56,87.2646
170.58,35.1329
173.528,59.1388
14.6489,195.953
101.688,52.4613
3.37535,32.7281
181.658,100.381
132.621,123.588
19.3731,124.778
44.2763,35.9691
88.1497,67.2506
64.7603,155.504
125.181,198.645
23.603,121.458
148.778,88.2778
58.3514,0.134281
